3,7,6,5,4,4,5,3,4,5,3,9,2,7,7,7,9,4,3,4
1,4,4,5,1,2,8,2,5,3,2,3,3,3,4,2,6,4,5,5
4,4,4,4,3,5,2,1,4,3,3,4,4,2,4,7,3,5,4,1
4,3,3,3,0,3,2,3,7,2,2,4,4,4,4,2,1,2,6,3
2,1,1,1,0,1,3,2,4,3,2,1,3,1,2,2,1,1,2,3
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
